OriginalTweet,clean_text,Sentiment,length
"Empty grocery store shelves are a common sight nationally due to the #coronavirus outbreak. 

However, one food industry representative from a trade group says while there will be periodic shortages, ""the grocery store supply chain is not going to shut down."" https://t.co/nTfNKQrobN",empty grocery store shelf common sight nationally due outbreak however one food industry representative trade group say periodic shortage grocery store supply chain not going shut,0,179
"Your customers are concerned about COVID-19, and we are here to help YOU emphasize that you are doing everything you can! ? https://t.co/ER4wuUcj7l https://t.co/Ql75IfuVyA",customer concerned covid help emphasize everything,2,50
Evening All Here s the story on the and the impact of the   amp Mag pie donation   Please keep donating directly online at our Donation Station or supermarket drop off points or by online shopping deliveries ,evening story impact amp mag pie donation please keep donating directly online donation station supermarket drop point online shopping delivery,2,143
When you go to purchase food stuff in stores please take a moment make real eye contact with the cashier stock person or other store worker and thank them for risking their lives so you and your family can eat Thank them,go purchase food stuff store please take moment make real eye contact cashier stock person store worker thank risking life family eat thank,2,139
to every person taking more than they need from the supermarket,every person taking need supermarket,1,36
Grocery retailers saw demand up by 30-40 % more than usual as consumers in major metros are stocking up on daily essentials &amp; food items amidst the #Coronavirus outbreak. @PriyaSheth7 gets the details. https://t.co/dCxsyoLNt2,grocery retailer saw demand usual consumer major metro stocking daily essential amp food item amidst outbreak priyasheth get detail,0,131
COVID-19: MTY Food Group pushes back collection of franchisee royalties as stock plunges https://t.co/qs69WVddS7 https://t.co/3EzUXmxeyz,covid mty food group push back collection franchisee royalty stock plunge,1,73
@Sarah_Morrill @BuildingTradeAB @YourAlberta @ServiceCanada_E Good example of the uncertainty that exists for many workers. Few resources for non consumer-facing businesses. Calgary Chamber has some...https://t.co/dO2nQt6Vew,sarah morrill buildingtradeab youralberta servicecanada e good example uncertainty exists many worker resource non consumer facing business calgary chamber,2,155
"https://t.co/VrgF2HMtun
""People are making a mad dash to stock up for potential 14-day quarantines as COVID-19 spreads in our communities. Sure, you need enough food. But for many people, cannabis is a medicine, wellness product, and/or boredom killer.""
 #CannabisCommunity",people making mad dash stock potential day quarantine covid spread community sure need enough food many people cannabis medicine wellness product boredom killer,0,160
"@yogagirlmab Another day that ends in ""Y"" another intrinsic problem of capitalism - these contradictions have nothing to do with #COVID2019 this is no different than a fast food giant saying that if they ""give"" employees benefits they will have to raise p",yogagirlmab another day end another intrinsic problem capitalism contradiction nothing different fast food giant saying give employee benefit raise p,0,149
New hours amp new rules for shoppers at many area stores as companies try to stop panic buying This Studio City normally opens at 5am Now open 7a 9p so workers can restock amp disinfect the store says there is no food shortage no need for o panic,new hour amp new rule shopper many area store company try stop panic buying studio city normally open open p worker restock amp disinfect store say food shortage need panic,0,172
"For those who face #coronavirus
- donÂt go out side
- wash hands
- call ahead, wear mask to doctor
- stock up food, medicines
- work from home
- keep social distances
- hand sanitizer after surfaces
- avoid touching face
- good sleep, vitamins
- cough in elbow
- donÂt panic",face go side wash hand call ahead wear mask doctor stock food medicine work home keep social distance hand sanitizer surface avoid touching face good sleep vitamin cough elbow panic,2,181
"Thinking of my friends and family who are working hard to stock our shelves, take care of our sick, deliver our mail (which contains more food, medications, and supplies), and everyone else who selflessly are putting themselves at risk for their fellow man. #coronavirus https://t.co/G1Q911Nc38",thinking friend family working hard stock shelf take care sick deliver mail contains food medication supply everyone else selflessly putting risk fellow man,2,156
"I am a caregiver to my 81-year-old mom &amp; spend a lot of my time alleviating her fears on COVID-19 that are not based on fact. @WHO has a webpage about ""COVID-19 Myth busters. It offers consumer-friendly graphics that are easy to share with older adults. https://t.co/wM4b5aGhOs https://t.co/Ge4RgtKF8v",caregiver year old mom amp spend lot time alleviating fear covid not based fact webpage covid myth buster offer consumer friendly graphic easy share older adult,2,160
